id,brandName,productDisplayName,description,style_note,price,discountedPrice,articleType,masterCategory,subCategory,myntraRating,baseColour,fabric,fit,neck,occasion,brand_label,productName_label,articleType_label,gen_Boys,gen_Girls,gen_Men,gen_Unisex,gen_Women,usa_Casual,usa_Ethnic,usa_Formal,usa_Smart Casual,usa_Sports,sea_Fall,sea_Spring,sea_Summer,sea_Winter,price_log,rating_norm
7143e11c-5084-4a27-bb39-cf372a95eafe,Reebok,Reebok Men Run Sheer Black Sports Shoes,reebok run sheer versatile running shoe features ample ventilation offers lightweight comfort keeping feet fresh comfortable day added dmx shear system minimizes stress impact making comfortable smooth flexible ride wear want run jog use casual wear upperbreathable mesh upper ample ventilation reduced irritationsynthetic overlays added shoe structure durability stylelace system synthetic laces snug customized fitlushly padded tongue well cushioned collar step comfortmesh tongue maximum ventilationbrand logo sidesbrand name tongue behind collarmidsoleinjection moulded eva midsole lightweight responsive cushioning shock absorptioncushioned footbed day comfortmesh lining increased ventilation comfortoutsoletpr outsole better shock absorption durabilitydmx shear vertical panels greater comfortdmx shear vertical horizontal heel cushioning minimize stress impactscooped heel extra cushioning comfortdiamond shaped grooves forefoot excellent tractionlugs periphery forefoot heel better grip surfacesflex grooves ease movementshoe carewipe surface soft clean dry cloth remove dustdo machine washdo store direct sunlight,not found,3599.0,3599.0,Sports Shoes,Footwear,Shoes,1.0,Black,Unknown,Unknown,Unknown,Unknown,21,621,24,0,0,1,0,0,0,0,0,0,1,1,0,0,0,8.1886891244442,0.2
93c1cdf7-c175-4e5a-8251-cbd9aee94c3d,United Colors of Benetton,United Colors of Benetton Men Iceland Grey Casual Shoes,stylish uber cool casual shoes united colors benetton add extra bounce steps motor sports inspired nubuck leather shoes light weight look perfect rugged jeans hang cool gang easily become coolest member group look stylish wow comfortable shoes day long upper nubuck leather upper overlays forefoot around central lacing system behind collar added durability style contrast strips either side patch behind collar added attraction lace system synthetic laces snug customized fit well padded tongue mildly cushioned collar step comfort secure fit big ben logo tongue midsole eva midsole long term durability protection feet impact cushioned footbed day comfort mesh lining better ventilation added comfort outsole lightweight slip resistant rubber outsole better shock absorption grooves outsole improved traction shoe care wipe leather surface dry clean cloth remove dust use branded leather conditioner maintain shine store direct sunlight,not found,3899.0,3899.0,Casual Shoes,Footwear,Shoes,0.0,Grey,Unknown,Unknown,Unknown,Unknown,24,704,5,0,0,1,0,0,1,0,0,0,0,1,0,0,0,8.268731832117737,0.0
884d9a64-1e58-40d8-b118-beb678c33340,Reebok,Reebok Women Reeflex Run Blue Sports Shoes,reebok reeflex run versatile running shoe features ample ventilation offers lightweight comfort keeping feet fresh comfortable day attractive shoes low profile minimalist silhouette low ground feel added mobility plus feature realflex outsole promotes natural movement wear want run jog use casual wear upper breathable mesh upper ample ventilation reduced irritation low profile minimalist silhouette low ground feel added mobility lace system synthetic laces snug customized fit mildly padded tongue lightly cushioned collar step comfort mesh tongue better ventilation brand name tongue logo sides midsole pu midsole added durability life cushioning firmer ride fabric lining increased comfort removable sockliner replace orthotic outsole 3d ultralite outsole lightweight support natural footstrike realflex sole design 76 individual sensors multi directional flexibility optimal foot feel throughout footstrike shoe care wipe surface soft clean dry cloth remove dust machine wash store direct sunlight,not found,4999.0,4999.0,Sports Shoes,Footwear,Shoes,1.0,Blue,Unknown,Unknown,Unknown,Unknown,21,634,24,0,0,0,0,1,0,0,0,0,1,1,0,0,0,8.517193191416238,0.2
33723196-367a-4b82-b319-85d72e15afc3,Reebok,Reebok Men Reeflex Run White Sports Shoes,reebok reeflex run versatile running shoe features ample ventilation offers lightweight comfort keeping feet fresh comfortable day attractive shoes low profile minimalist silhouette low ground feel added mobility plus feature realflex outsole promotes natural movement wear want run jog use casual wear upper breathable mesh upper ample ventilation reduced irritation low profile minimalist silhouette low ground feel added mobility lace system synthetic laces snug customized fit mildly padded tongue lightly cushioned collar step comfort mesh tongue better ventilation brand name tongue logo sides midsole pu midsole added durability life cushioning firmer ride fabric lining increased comfort removable sockliner replace orthotic outsole 3d ultralite outsole lightweight support natural footstrike realflex sole design 76 individual sensors multi directional flexibility optimal foot feel throughout footstrike shoe care wipe surface soft clean dry cloth remove dust machine wash store direct sunlight,not found,4999.0,4999.0,Sports Shoes,Footwear,Shoes,0.0,White,Unknown,Unknown,Unknown,Unknown,21,620,24,0,0,1,0,0,0,0,0,0,1,1,0,0,0,8.517193191416238,0.0
8f0679f3-d9b0-4d18-b61b-00a81ed39cd0,Reebok,Reebok Men Reeflex Run Blue Sports Shoes,reebok reeflex run versatile running shoe features ample ventilation offers lightweight comfort keeping feet fresh comfortable day attractive shoes low profile minimalist silhouette low ground feel added mobility plus feature realflex outsole promotes natural movement wear want run jog use casual wear upper breathable mesh upper ample ventilation reduced irritation low profile minimalist silhouette low ground feel added mobility lace system synthetic laces snug customized fit mildly padded tongue lightly cushioned collar step comfort mesh tongue better ventilation brand name tongue logo sides midsole pu midsole added durability life cushioning firmer ride fabric lining increased comfort removable sockliner replace orthotic outsole 3d ultralite outsole lightweight support natural footstrike realflex sole design 76 individual sensors multi directional flexibility optimal foot feel throughout footstrike shoe care wipe surface soft clean dry cloth remove dust machine wash store direct sunlight,not found,4999.0,4999.0,Sports Shoes,Footwear,Shoes,0.0,Blue,Unknown,Unknown,Unknown,Unknown,21,619,24,0,0,1,0,0,0,0,0,0,1,1,0,0,0,8.517193191416238,0.0
260f9c25-e910-48f2-88b2-e330ae1b30ca,Reebok,Reebok Men Run Sheer White Sports Shoes,reebok run sheer versatile running shoe features ample ventilation offers lightweight comfort keeping feet fresh comfortable day added dmx shear system minimizes stress impact making comfortable smooth flexible ride wear want run jog use casual wear upper breathable mesh upper ample ventilation reduced irritation synthetic overlays added shoe structure durability style lace system synthetic laces snug customized fit lushly padded tongue well cushioned collar step comfort mesh tongue maximum ventilation brand logo appliqued sides brand name embossed tongue printed behind collar midsole injection moulded eva midsole lightweight responsive cushioning shock absorption cushioned footbed day comfort mesh lining increased ventilation comfort outsole tpr outsole better shock absorption durability dmx shear vertical panels greater comfort dmx shear vertical horizontal heel cushioning minimize stress impact scooped heel extra cushioning comfort shoe care machine wash remove dust dirt damp clean cloth store direct sunlight,not found,3599.0,3599.0,Sports Shoes,Footwear,Shoes,0.0,White,Unknown,Unknown,Unknown,Unknown,21,622,24,0,0,1,0,0,0,0,0,0,1,1,0,0,0,8.1886891244442,0.0
92c094af-f325-4c65-8025-f724062aa9eb,Nike,Nike Women As Element Ja Black T-Shirt,composition fuchsia pink high collared shirt made 100 polyester half length zipper raglan sleeves flat seam design reflective loop centre back neck keep media player cords way fitting comfort wash care machine wash cold 30 degrees like colours bleach tumble dry low remove immediately allow lay wet cool iron iron design dry clean cold weather running shirt made soft suede dri fit fabric wicks sweat away body fabric surface quickly evaporates spandex fibre allows stretch comfortably better mobility comfortable athletic fit element half zip features fitted design stays way run ergonomic seams map natural contours body help reduce friction chafing providing great range motion stand collar delivers extra warmth protection need mesh underarm vents increase airflow high heat area help stay dry comfortable rough weather soft nike element half zip women running top helps stay dry comfortable distraction free first mile last,not found,2995.0,2995.0,Tshirts,Apparel,Topwear,1.0,Black,Unknown,Unknown,Unknown,Unknown,18,470,32,0,0,0,0,1,0,0,0,0,1,1,0,0,0,8.005033344637111,0.2
c7d7ac8e-c751-4be7-9d89-c84dca2b359a,United Colors of Benetton,United Colors of Benetton Men Cloud 9 Black Casual Shoes,stylish uber cool casual shoes united colors benetton add extra bounce steps hang cool gang light weight leather shoes easily become coolest member group look stylish wow comfortable shoes day long upper full grain leather upper slightly distressed look added durability style patent leather overlays forefoot midfoot behind collar better structure style metallic embellishments midfoot added attraction lace system synthetic laces snug customized fit sofly padded tongue mildly cushioned collar step comfort secure fit big ben logo tongue midsole eva midsole long term durability protection feet impact cushioned footbed day comfort fabric lining increased comfort outsole lightweight slip resistant rubber outsole better shock absorption textured panels better grip shoe care wipe leather surface dry clean cloth remove dust use branded leather conditioner maintain shine store direct sunlight,not found,3999.0,3999.0,Casual Shoes,Footwear,Shoes,0.0,Black,Unknown,Unknown,Unknown,Unknown,24,698,5,0,0,1,0,0,1,0,0,0,0,1,0,0,0,8.294049640102028,0.0
de5589d6-0f49-491f-8619-f63230da31f3,United Colors of Benetton,United Colors of Benetton Men Punk Black Casual Shoes,stylish uber cool casual shoes united colors benetton add extra bounce steps hang cool gang light weight leather shoes easily become coolest member group look stylish wow comfortable shoes day long upper full grain leather upper added durability style contrast stitch detailing better shoe structure incresed attraction lace system synthetic laces snug customized fit sofly padded tongue mildly cushioned collar step comfort secure fit upper stitched onto outsole durability big ben logo tongue midsole eva midsole long term durability protection feet impact cushioned footbed day comfort fabric lining increased comfort outsole lightweight slip resistant rubber outsole better shock absorption grooves outsole improved traction shoe care wipe leather surface dry clean cloth remove dust use branded leather conditioner maintain shine store direct sunlight,not found,3999.0,3999.0,Casual Shoes,Footwear,Shoes,0.0,Black,Unknown,Unknown,Unknown,Unknown,24,718,5,0,0,1,0,0,1,0,0,0,0,1,0,0,0,8.294049640102028,0.0
fbd83629-6b8a-4e78-8352-b7aa55c6df2e,Nike,Nike Women As Nike Eleme White T-Shirt,composition white high collared shirt made 92 nylon spandex half length zipper raglan sleeves flat seam design range motion reduced irritation reflective loop centre back neck keep media player cords way fitting comfort wash care machine wash cold 30 degrees like colours bleach tumble dry low remove immediately allow lay wet cool iron iron design dry clean cold weather running shirt made soft suede dri fit fabric wicks sweat away body fabric surface quickly evaporates spandex fibres allow stretch better mobility comfortable athletic fit element half zip features fitted design stays way run ergonomic seams map natural contours body help reduce friction chafing providing great range motion stand collar delivers extra warmth protection need mesh underarm vents increase airflow high heat area help stay dry comfortable rough weather soft nike element half zip women running top helps stay dry comfortable distraction free first mile last,not found,2695.0,2695.0,Tshirts,Apparel,Topwear,1.0,White,Unknown,Unknown,Unknown,Unknown,18,474,32,0,0,0,0,1,0,0,0,0,1,1,0,0,0,7.899524472032198,0.2
1fb0a017-850c-43b4-addf-5f3999c5fa21,United Colors of Benetton,United Colors Of Benetton Men Cboar Brown Casual Shoes,thought casual shoes casual think shoes united colours benetton casual funky hip twist plaid checks make light weight shoes attractive adding boyish charm hang cool gang easily become coolest member group look stylish wow comfortable shoes day long upper upper made woven wool blended fabric plaid checks durability comfort style mid cut design ankle support lateral stability leather overlays forefoot behind collarm around lace system better structure style lace system synthetic laces snug customized fit mildly padded tongue cushioned collar step comfort upper stitched onto outsole durability midsole phylon midsole lightweight responsive cushioning shock absorption cushioned footbed day comfort outsole lightweight slip resistant rubber outsole better shock absorption herringbone pattern excellent traction shoe care wipe surface soft clean dry cloth remove dust machine wash store direct sunlight,not found,3899.0,3899.0,Casual Shoes,Footwear,Shoes,0.0,Brown,Unknown,Unknown,Unknown,Unknown,24,688,5,0,0,1,0,0,1,0,0,0,0,1,0,0,0,8.268731832117737,0.0
3dadb038-b351-4bc5-8662-d58968e3a29d,United Colors of Benetton,United Colors of Benetton Men Nighthawk Black Casual Shoes,thought casual shoes casual think shoes united colours benetton casual funky hip twist plaid checks make light weight shoes attractive adding boyish charm hang cool gang easily become coolest member group look stylish wow comfortable shoes day long upper upper made woven wool blended fabric plaid checks durability comfort style mid cut design ankle support lateral stability leather overlays forefoot behind collarm around lace system better structure style lace system synthetic laces snug customized fit mildly padded tongue cushioned collar step comfort upper stitched onto outsole durability midsole phylon midsole lightweight responsive cushioning shock absorption cushioned footbed day comfort outsole lightweight slip resistant rubber outsole better shock absorption herringbone pattern excellent traction shoe care wipe surface soft clean dry cloth remove dust machine wash store direct sunlight,not found,3899.0,3899.0,Casual Shoes,Footwear,Shoes,0.0,Black,Unknown,Unknown,Unknown,Unknown,24,707,5,0,0,1,0,0,1,0,0,0,0,1,0,0,0,8.268731832117737,0.0
5a2a561b-2f59-4148-ac5f-5c39212fc45a,United Colors of Benetton,United Colors of Benetton Men Bournie Brown Casual Shoes,stylish uber cool casual shoes united colors benetton add extra bounce steps motor sports inspired leather shoes light weight look perfect rugged jeans hang cool gang easily become coolest member group look stylish wow comfortable shoes day long upper full grain leather upper nubuck leather overlays forefoot around central lacing system behind collar added durability style lace system synthetic laces snug customized fit sofly padded tongue mildly cushioned collar step comfort secure fit upper stitched onto outsole durability big ben logo tongue midsole eva midsole long term durability protection feet impact mildly cushioned footbed day comfort fabric lining increased comfort outsole lightweight slip resistant rubber outsole better shock absorption grooves outsole improved traction shoe care wipe leather surface dry clean cloth remove dust use branded leather conditioner maintain shine store direct sunlight,not found,3699.0,3699.0,Casual Shoes,Footwear,Shoes,0.0,Brown,Unknown,Unknown,Unknown,Unknown,24,691,5,0,0,1,0,0,1,0,0,0,0,1,0,0,0,8.216088098632316,0.0
a2268415-effc-4c34-a7dd-82a85b04f8f6,Nike,Nike Men Football Soccer Red Jerseys,compositionarsenal crew neck jersey made dri fit 100 recycled polyester authentic jock tag left hem nike swoosh right chestfittingregularwash caremachine wash separatle cold waterdo use softeners bleachdo allow lay wetdo line drydo dry clean ironthe 2011 12 arsenal jersey pays tribute great innovator influence traditional red body white sleeves come define team distinctive design details breathability offer comfort field 2011 12 arsenal official home away soccer jersey features silicone screen print club crest left chest behind inside close heart dedicated game printed victoria concordia crescent screen print sponsor logo spans centre chest nod backers team club graphic league badge adorn centre back right sleeve jersey finished hems prevent fraying deliver polished look lightweight breathable arsenal jersey designed environment mind sweat wicking dri fit fabric made equivalent eight recycled plastic bottles dri fit mesh panels sides enhance ventilation high heat areas,not found,1995.0,1995.0,Tshirts,Apparel,Topwear,1.0,Red,Polyester,Regular Fit,Round Neck,Sports,18,446,32,0,0,1,0,0,0,0,0,0,1,1,0,0,0,7.59890045687141,0.2
1ecfe506-f387-4440-bbfb-f51987b74fb2,Nike,Nike Women As The Windru Blue Jackets,composition blue white jacket made 100 polyester interior pocket left side zippered side pockets secure storage hood drawstring classic hood fitting comfort wash care machine wash cold 30 degrees like colours bleach tumble dry low remove immediately allow lay wet cool iron iron design dry clean windrunner became face nike apparel 1978 time company known footwear today ultimate running jacket still relevant exciting back 32 year history nike windrunner stayed true principles 26 degree chevron styling excellent breathability unparalleled weather resistance originally designed runners nike windrunner women jacket delivers lightweight comfort weather resistance iconic style goes anywhere lightweight layer features standard fit hits hip waist cuffs ribbed snug comfortable fit jacket made recycled water resistant fabric designed keep rain limit environmental impact also features breathable mesh lining help stay dry comfortable things heat,not found,3995.0,3995.0,Jackets,Apparel,Topwear,1.0,Blue,Blended,Unknown,Unknown,Unknown,18,477,14,0,0,0,0,1,0,0,0,0,1,1,0,0,0,8.293049139768444,0.2
07c181c2-d020-4edd-827e-71b76b061e95,Reebok,Reebok Men Racehound Silver Sports Shoes,reebok racehound versatile running shoe features ample ventilation offers lightweight comfort keeping feet fresh comfortable day added plush dmx ride cushioning makes comfortable smooth flexible ride wear want run jog use casual wear upper breathable mesh upper ample ventilation reduced irritation synthetic overlays added shoe structure durability style lace system synthetic laces snug customized fit lushly padded tongue well cushioned collar step comfort brand name tongue behind collar midsole injection moulded eva midsole lightweight responsive cushioning shock absorption dmx ride foam cushioning day comfort mesh lining increased ventilation comfort outsole non marking tpr outsole better shock absorption durability waffle pattern grip excellent traction scooped heel extra cushioning comfort flex grooves ease movement shoe care wipe surface soft clean dry cloth remove dust machine wash store direct sunlight,not found,4599.0,4599.0,Sports Shoes,Footwear,Shoes,0.0,Silver,Unknown,Unknown,Unknown,Unknown,21,616,24,0,0,1,0,0,0,0,0,0,1,1,0,0,0,8.433811582477187,0.0
