id,idx
43979,518
38525,519
45733,520
44772,521
34945,522
5319,523
42036,524
24420,525
46777,526
5576,527
5729,528
44039,529
32250,530
45816,531
50662,532
38546,533
38547,534
49880,535
43875,536
37706,537
50660,538
17838,539
36622,540
2189,541
44752,542
44759,543
8532,544
32568,545
45799,546
22724,547
25449,548
42148,549
41731,550
7217,551
7218,552
48126,553
44763,554
48119,555
44762,556
37639,557
43772,558
48115,559
22726,560
4286,561
48121,562
22725,563
32824,564
35481,565
44783,566
48116,567
41312,568
44750,569
44757,570
44756,571
22032,572
35491,573
44751,574
4578,575
43493,576
44049,577
48114,578
13198,579
38548,580
38549,581
15717,582
3460,583
37640,584
7220,585
7219,586
6348,587
37973,588
6366,589
48117,590
8516,591
34979,592
38531,593
42927,594
35237,595
42949,596
48118,597
43492,598
41469,599
17829,600
58446,601
40487,602
12710,603
35018,604
40410,605
47121,606
18410,607
29689,608
44782,609
41466,610
7587,611
40424,612
42127,613
49861,614
44069,615
42140,616
22698,617
41468,618
22731,619
42995,620
7594,621
36216,622
43884,623
6682,624
43330,625
44034,626
40460,627
36217,628
49863,629
49859,630
37650,631
36215,632
13210,633
13206,634
22732,635
23092,636
41875,637
16246,638
49561,639
44610,640
16239,641
41866,642
36208,643
5627,644
36199,645
41723,646
7575,647
7578,648
47120,649
8529,650
37646,651
3455,652
17842,653
40203,654
13213,655
42181,656
49578,657
13203,658
49597,659
42132,660
13164,661
36845,662
32472,663
36884,664
22730,665
9038,666
9037,667
7255,668
7259,669
4710,670
22707,671
4709,672
4995,673
4284,674
23093,675
8574,676
48125,677
46944,678
44122,679
5476,680
8530,681
44130,682
46780,683
44712,684
38976,685
8517,686
18484,687
5465,688
40412,689
22034,690
4708,691
7252,692
4283,693
44135,694
12769,695
40216,696
4996,697
22711,698
5468,699
22033,700
48124,701
48123,702
42920,703
35008,704
32473,705
44710,706
8526,707
44101,708
44709,709
8524,710
44785,711
39762,712
8638,713
34806,714
2645,715
37102,716
11927,717
44714,718
5569,719
37111,720
22027,721
43881,722
8603,723
49827,724
41724,725
32430,726
24722,727
22690,728
37103,729
4066,730
49594,731
35633,732
8528,733
8535,734
40295,735
42044,736
25564,737
8525,738
5641,739
5610,740
34395,741
30751,742
44718,743
4691,744
4692,745
22697,746
17840,747
30764,748
4715,749
24721,750
24421,751
4690,752
4693,753
30752,754
4274,755
44068,756
22071,757
22054,758
22070,759
37547,760
22074,761
5584,762
44647,763
42853,764
18417,765
4714,766
5540,767
7222,768
28544,769
44726,770
4954,771
7240,772
47355,773
5537,774
10102,775
8506,776
12885,777
10111,778
7227,779
6751,780
44646,781
44755,782
8304,783
5629,784
5614,785
13166,786
42177,787
20892,788
8520,789
4279,790
4281,791
4282,792
7235,793
4069,794
13167,795
5615,796
35019,797
9036,798
4068,799
7236,800
43298,801
42831,802
9032,803
4133,804
4134,805
34321,806
6748,807
9039,808
9040,809
8513,810
32828,811
9044,812
4665,813
38832,814
8512,815
5735,816
9726,817
9026,818
5734,819
7246,820
22701,821
34977,822
9024,823
9023,824
24422,825
6640,826
5730,827
6639,828
7262,829
7263,830
10056,831
5571,832
12708,833
7746,834
44705,835
1534,836
40286,837
5606,838
8088,839
1556,840
25479,841
28659,842
5479,843
25282,844
7589,845
18403,846
5654,847
22699,848
13165,849
9097,850
9033,851
9042,852
9041,853
9397,854
7224,855
7226,856
3579,857
9396,858
4470,859
2188,860
31690,861
4643,862
7741,863
5703,864
5699,865
8242,866
3453,867
28660,868
9031,869
9030,870
9027,871
42948,872
30960,873
1618,874
1533,875
30779,876
11929,877
9089,878
7230,879
7228,880
49851,881
7250,882
10493,883
21175,884
44643,885
4695,886
35711,887
1540,888
44721,889
6649,890
18412,891
18413,892
22534,893
24410,894
1563,895
6647,896
42941,897
9817,898
44649,899
6741,900
18414,901
6345,902
9102,903
6628,904
9101,905
42940,906
6545,907
6740,908
5573,909
56672,910
3586,911
24217,912
24218,913
25457,914
31949,915
46767,916
5042,917
8299,918
7601,919
9043,920
46768,921
20674,922
7858,923
13199,924
5536,925
17972,926
42916,927
12701,928
4641,929
8302,930
4642,931
8300,932
4644,933
5538,934
48528,935
44054,936
20831,937
22710,938
1833,939
4149,940
9096,941
8527,942
5625,943
8521,944
35784,945
28633,946
4067,947
6755,948
6752,949
6754,950
48531,951
9770,952
23846,953
4994,954
41298,955
20886,956
20885,957
44132,958
42417,959
5539,960
7233,961
7231,962
46932,963
4574,964
9025,965
8076,966
48527,967
5535,968
46797,969
46798,970
46770,971
22510,972
13648,973
20924,974
9086,975
10081,976
11968,977
6359,978
43264,979
6360,980
8075,981
4993,982
8238,983
7232,984
28651,985
22718,986
22719,987
26448,988
18480,989
1831,990
18479,991
9020,992
11831,993
36138,994
1836,995
18657,996
8215,997
21176,998
5053,999
13204,1000
3154,1001
22716,1002
46852,1003
5069,1004
6370,1005
13209,1006
6368,1007
7389,1008
6664,1009
35803,1010
5622,1011
41305,1012
5621,1013
5336,1014
20960,1015
13168,1016
7238,1017
17977,1018
7584,1019
3798,1020
6665,1021
20895,1022
20890,1023
11949,1024
4645,1025
34822,1026
4575,1027
1532,1028
41522,1029
41209,1030
5712,1031
30763,1032
56681,1033
30783,1034
37638,1035
30757,1036
24159,1037
4580,1038
4543,1039
8074,1040
44142,1041
6544,1042
9028,1043
8519,1044
4064,1045
4065,1046
11966,1047
5341,1048
30762,1049
9034,1050
4568,1051
9091,1052
14959,1053
9035,1054
44231,1055
46774,1056
7407,1057
30759,1058
18667,1059
46779,1060
27181,1061
3566,1062
10171,1063
5047,1064
26452,1065
5693,1066
22704,1067
5694,1068
41521,1069
56676,1070
27935,1071
8518,1072
8523,1073
4544,1074
9107,1075
4579,1076
7576,1077
4110,1078
24412,1079
4109,1080
13208,1081
19387,1082
4272,1083
3498,1084
22703,1085
10104,1086
46772,1087
30951,1088
22736,1089
5054,1090
9274,1091
29688,1092
3492,1093
41759,1094
46776,1095
26450,1096
42904,1097
23847,1098
5046,1099
5068,1100
6747,1101
7748,1102
7603,1103
14543,1104
7248,1105
15718,1106
15744,1107
7523,1108
44030,1109
7216,1110
24476,1111
22729,1112
4666,1113
4694,1114
19944,1115
10080,1116
5483,1117
6814,1118
5532,1119
20891,1120
5289,1121
20888,1122
31208,1123
20894,1124
24180,1125
26818,1126
5324,1127
1538,1128
51317,1129
7046,1130
5429,1131
8344,1132
44232,1133
9075,1134
22735,1135
51318,1136
15931,1137
17743,1138
22734,1139
17740,1140
31974,1141
31975,1142
44136,1143
4664,1144
34798,1145
4701,1146
9950,1147
6634,1148
6623,1149
3618,1150
10172,1151
24425,1152
6565,1153
7251,1154
17742,1155
5658,1156
36219,1157
2504,1158
2503,1159
2502,1160
30881,1161
23935,1162
46800,1163
7329,1164
28649,1165
19310,1166
5590,1167
5519,1168
9748,1169
4516,1170
8103,1171
14334,1172
8345,1173
30930,1174
38407,1175
9087,1176
9090,1177
4111,1178
7733,1179
12704,1180
31950,1181
23932,1182
7322,1183
24668,1184
29970,1185
5875,1186
4105,1187
31947,1188
31948,1189
7045,1190
5568,1191
34803,1192
4653,1193
25418,1194
4698,1195
7864,1196
29963,1197
7727,1198
24188,1199
7254,1200
4696,1201
40566,1202
36892,1203
27936,1204
29964,1205
26453,1206
15309,1207
24187,1208
8085,1209
15308,1210
5344,1211
41208,1212
4702,1213
4997,1214
2501,1215
29959,1216
30850,1217
20938,1218
55139,1219
55122,1220
55134,1221
55140,1222
55136,1223
55142,1224
55144,1225
5700,1226
46623,1227
5701,1228
30072,1229
4697,1230
4436,1231
55256,1232
8084,1233
12709,1234
8093,1235
5290,1236
4112,1237
6800,1238
12819,1239
4104,1240
4114,1241
17834,1242
7376,1243
30782,1244
31689,1245
5038,1246
1539,1247
18675,1248
18672,1249
12740,1250
27939,1251
4518,1252
6801,1253
18494,1254
43001,1255
4472,1256
18427,1257
4120,1258
10095,1259
10097,1260
9953,1261
10096,1262
20932,1263
7249,1264
30788,1265
4569,1266
22733,1267
10034,1268
6624,1269
6626,1270
9100,1271
23091,1272
42326,1273
9022,1274
4961,1275
6643,1276
10176,1277
4508,1278
4510,1279
30872,1280
18656,1281
3606,1282
12974,1283
30193,1284
13169,1285
13727,1286
4439,1287
6644,1288
4808,1289
28389,1290
25415,1291
38408,1292
30075,1293
4867,1294
30797,1295
8303,1296
15747,1297
23243,1298
7754,1299
42045,1300
3219,1301
4711,1302
5469,1303
7605,1304
46775,1305
38411,1306
12716,1307
7237,1308
15729,1309
4179,1310
4851,1311
4859,1312
4796,1313
4832,1314
6669,1315
14934,1316
12699,1317
24411,1318
6630,1319
36232,1320
19414,1321
29278,1322
29290,1323
30074,1324
46799,1325
4797,1326
24424,1327
29967,1328
4437,1329
19316,1330
29955,1331
29244,1332
30959,1333
30958,1334
7381,1335
6961,1336
4549,1337
8223,1338
4786,1339
5459,1340
4833,1341
5683,1342
4444,1343
4443,1344
4809,1345
17839,1346
17485,1347
7370,1348
43002,1349
9732,1350
15290,1351
5471,1352
6650,1353
4471,1354
6372,1355
4438,1356
6735,1357
23926,1358
23246,1359
38392,1360
42141,1361
42142,1362
32496,1363
6629,1364
7775,1365
7774,1366
9049,1367
30065,1368
9045,1369
30064,1370
30076,1371
9103,1372
25445,1373
6982,1374
31952,1375
17844,1376
6127,1377
5062,1378
6131,1379
13215,1380
5873,1381
5883,1382
8250,1383
9289,1384
4440,1385
24418,1386
8073,1387
46773,1388
20874,1389
25469,1390
6632,1391
22688,1392
6631,1393
7260,1394
22727,1395
6362,1396
6361,1397
6363,1398
30746,1399
23245,1400
9678,1401
12683,1402
5229,1403
7604,1404
24460,1405
38400,1406
30744,1407
6374,1408
14937,1409
30063,1410
4636,1411
17830,1412
4635,1413
15726,1414
5473,1415
27940,1416
4962,1417
10168,1418
4269,1419
21921,1420
4707,1421
7735,1422
5870,1423
6339,1424
11732,1425
10003,1426
9392,1427
7366,1428
6799,1429
24458,1430
17043,1431
6853,1432
5682,1433
2474,1434
25270,1435
24428,1436
14556,1437
17843,1438
4937,1439
4705,1440
9683,1441
31935,1442
5686,1443
26319,1444
39040,1445
6783,1446
30067,1447
13535,1448
30902,1449
31937,1450
24670,1451
4858,1452
6347,1453
13650,1454
3795,1455
17971,1456
17975,1457
17965,1458
8081,1459
9433,1460
10167,1461
10177,1462
2187,1463
16236,1464
26617,1465
4656,1466
5291,1467
10178,1468
4654,1469
22693,1470
19770,1471
4699,1472
1727,1473
31977,1474
30087,1475
4506,1476
5450,1477
24408,1478
31976,1479
24671,1480
30085,1481
10602,1482
15741,1483
10017,1484
4634,1485
6470,1486
10089,1487
4633,1488
4632,1489
4445,1490
6379,1491
4107,1492
4270,1493
4108,1494
41530,1495
6667,1496
30917,1497
4563,1498
7599,1499
19927,1500
10093,1501
14940,1502
4927,1503
22486,1504
9681,1505
22692,1506
9670,1507
4278,1508
7321,1509
55121,1510
55129,1511
55132,1512
55143,1513
55138,1514
55141,1515
55221,1516
10148,1517
18409,1518
25144,1519
12713,1520
24191,1521
4652,1522
36136,1523
5691,1524
24192,1525
6810,1526
10025,1527
36137,1528
24173,1529
14941,1530
3594,1531
30070,1532
17831,1533
17828,1534
14345,1535
29253,1536
14330,1537
8089,1538
4945,1539
18658,1540
32497,1541
10145,1542
5481,1543
12888,1544
28613,1545
6848,1546
9729,1547
6709,1548
6710,1549
35936,1550
19771,1551
17627,1552
31302,1553
24417,1554
4640,1555
27718,1556
22980,1557
25261,1558
6621,1559
6663,1560
6619,1561
4925,1562
4657,1563
23778,1564
14960,1565
14961,1566
23766,1567
18659,1568
11276,1569
23758,1570
7047,1571
8247,1572
18439,1573
7042,1574
7038,1575
10110,1576
4638,1577
30066,1578
7048,1579
4637,1580
10128,1581
14558,1582
38389,1583
16248,1584
6055,1585
17978,1586
5485,1587
20929,1588
7036,1589
25719,1590
5288,1591
12991,1592
28655,1593
57230,1594
13171,1595
13782,1596
9393,1597
22722,1598
24176,1599
26522,1600
57231,1601
18007,1602
22723,1603
11933,1604
7044,1605
30082,1606
29263,1607
42138,1608
20825,1609
31960,1610
23768,1611
36890,1612
12693,1613
12696,1614
12692,1615
23769,1616
4048,1617
10144,1618
44614,1619
7041,1620
26614,1621
24165,1622
23927,1623
7874,1624
24426,1625
3223,1626
22709,1627
22713,1628
5611,1629
30080,1630
4639,1631
24413,1632
7383,1633
24174,1634
6809,1635
11015,1636
26613,1637
26624,1638
4663,1639
14347,1640
10267,1641
55294,1642
17846,1643
30793,1644
4938,1645
24169,1646
55290,1647
27010,1648
25487,1649
7331,1650
11662,1651
20807,1652
11664,1653
36226,1654
4928,1655
27726,1656
24457,1657
24456,1658
39039,1659
55234,1660
24257,1661
4661,1662
7405,1663
24129,1664
9019,1665
9018,1666
30317,1667
5086,1668
32249,1669
24175,1670
12750,1671
5878,1672
4864,1673
13651,1674
19928,1675
5871,1676
27552,1677
11285,1678
30537,1679
32937,1680
28871,1681
8342,1682
46801,1683
19862,1684
10174,1685
10175,1686
25453,1687
7602,1688
4946,1689
10112,1690
24356,1691
9305,1692
4662,1693
20802,1694
39523,1695
13529,1696
10146,1697
15310,1698
4573,1699
5327,1700
4830,1701
4947,1702
22982,1703
46752,1704
11028,1705
6825,1706
14936,1707
4943,1708
6912,1709
6376,1710
22063,1711
30311,1712
11730,1713
34799,1714
24453,1715
20140,1716
8965,1717
5055,1718
4655,1719
30318,1720
30798,1721
4651,1722
24168,1723
44234,1724
1561,1725
1562,1726
44235,1727
24158,1728
30091,1729
10517,1730
24172,1731
3912,1732
1549,1733
4487,1734
10151,1735
10153,1736
17984,1737
4649,1738
5678,1739
13649,1740
4501,1741
39034,1742
20804,1743
3917,1744
30892,1745
30095,1746
9894,1747
18674,1748
23770,1749
26990,1750
30776,1751
24136,1752
39038,1753
23774,1754
3910,1755
23788,1756
23785,1757
7853,1758
9892,1759
13784,1760
7854,1761
4926,1762
22979,1763
25175,1764
39036,1765
4488,1766
25234,1767
20963,1768
10117,1769
1649,1770
6341,1771
35710,1772
3911,1773
5126,1774
12957,1775
5866,1776
27628,1777
30778,1778
1594,1779
9585,1780
4499,1781
4500,1782
55227,1783
16792,1784
30897,1785
11727,1786
13576,1787
6742,1788
10143,1789
4490,1790
4496,1791
4489,1792
22052,1793
9404,1794
5754,1795
46753,1796
22916,1797
9854,1798
11293,1799
1828,1800
10150,1801
28731,1802
6469,1803
8406,1804
9058,1805
35712,1806
6517,1807
21243,1808
24429,1809
21269,1810
25204,1811
27629,1812
4474,1813
22494,1814
10173,1815
4975,1816
6563,1817
12691,1818
17410,1819
23931,1820
17416,1821
6516,1822
12712,1823
12990,1824
19406,1825
42987,1826
24204,1827
17409,1828
4566,1829
28709,1830
17411,1831
7776,1832
20925,1833
14563,1834
3909,1835
30754,1836
6854,1837
9443,1838
32498,1839
19320,1840
7715,1841
13532,1842
25198,1843
12806,1844
7716,1845
42994,1846
7600,1847
33156,1848
5647,1849
11744,1850
13621,1851
19329,1852
13630,1853
9059,1854
6918,1855
13624,1856
21271,1857
8249,1858
20926,1859
1651,1860
24156,1861
5531,1862
5577,1863
25217,1864
19281,1865
32210,1866
23939,1867
13627,1868
4139,1869
25223,1870
7221,1871
6489,1872
5710,1873
23254,1874
7223,1875
1530,1876
24461,1877
14752,1878
27273,1879
4955,1880
13580,1881
14568,1882
23776,1883
13578,1884
7043,1885
23943,1886
26996,1887
9146,1888
23942,1889
27271,1890
31785,1891
29727,1892
3923,1893
6620,1894
5045,1895
4852,1896
5696,1897
4855,1898
18518,1899
8754,1900
4853,1901
17527,1902
5043,1903
6531,1904
13783,1905
24167,1906
17603,1907
11734,1908
8083,1909
9733,1910
3919,1911
3921,1912
6856,1913
19863,1914
3920,1915
6855,1916
46931,1917
31784,1918
16637,1919
29724,1920
4136,1921
1553,1922
26991,1923
26424,1924
27281,1925
7522,1926
16638,1927
31782,1928
29725,1929
14342,1930
6080,1931
9672,1932
29249,1933
4123,1934
21268,1935
9441,1936
23842,1937
20799,1938
10010,1939
11736,1940
4976,1941
4948,1942
9310,1943
24427,1944
3221,1945
23094,1946
4953,1947
5679,1948
30856,1949
18303,1950
4536,1951
12993,1952
32763,1953
32215,1954
16198,1955
4944,1956
44611,1957
26124,1958
24199,1959
19568,1960
8307,1961
16224,1962
8308,1963
17605,1964
17599,1965
17596,1966
17601,1967
21893,1968
17607,1969
30857,1970
17602,1971
30068,1972
21883,1973
26480,1974
16639,1975
5762,1976
5761,1977
11764,1978
4559,1979
18905,1980
7395,1981
28766,1982
25296,1983
28614,1984
5681,1985
5680,1986
23936,1987
25297,1988
4078,1989
4077,1990
29272,1991
6383,1992
30345,1993
1595,1994
14577,1995
10129,1996
25294,1997
12985,1998
12987,1999
44612,2000
14552,2001
12792,2002
9056,2003
24385,2004
9057,2005
8411,2006
55114,2007
35713,2008
27292,2009
4740,2010
25295,2011
6150,2012
4558,2013
55115,2014
7368,2015
27272,2016
35934,2017
55113,2018
13656,2019
35935,2020
27278,2021
25291,2022
24423,2023
18257,2024
5688,2025
20933,2026
27015,2027
30189,2028
10286,2029
4957,2030
18287,2031
10147,2032
10149,2033
26863,2034
24307,2035
1578,2036
9779,2037
10169,2038
10170,2039
4512,2040
4511,2041
4498,2042
4497,2043
18435,2044
9685,2045
9777,2046
9400,2047
8218,2048
21369,2049
4848,2050
26040,2051
5258,2052
39887,2053
14565,2054
12873,2055
20927,2056
9309,2057
19864,2058
6129,2059
8289,2060
5702,2061
27286,2062
21367,2063
8298,2064
24371,2065
21884,2066
12286,2067
6815,2068
28606,2069
10288,2070
10270,2071
23857,2072
3439,2073
30839,2074
31696,2075
24374,2076
23930,2077
10078,2078
19282,2079
8222,2080
3441,2081
31607,2082
17413,2083
17414,2084
15660,2085
27289,2086
16380,2087
27284,2088
27285,2089
27276,2090
30890,2091
30196,2092
6130,2093
27277,2094
42988,2095
13726,2096
55071,2097
36141,2098
36142,2099
19261,2100
10099,2101
4441,2102
18293,2103
30925,2104
3918,2105
17981,2106
3922,2107
30924,2108
20604,2109
4963,2110
6445,2111
21248,2112
31698,2113
11926,2114
27268,2115
10154,2116
5583,2117
10571,2118
5674,2119
5673,2120
40110,2121
29196,2122
21247,2123
9147,2124
18268,2125
26404,2126
5228,2127
10107,2128
10570,2129
27283,2130
9321,2131
6678,2132
7753,2133
4787,2134
11781,2135
4818,2136
10152,2137
12994,2138
13533,2139
12732,2140
5593,2141
27623,2142
6508,2143
7365,2144
30922,2145
27624,2146
7773,2147
42903,2148
32737,2149
32736,2150
1617,2151
24380,2152
10566,2153
4448,2154
6192,2155
13657,2156
13534,2157
15461,2158
18438,2159
13163,2160
9403,2161
13653,2162
17960,2163
24366,2164
31694,2165
31971,2166
29735,2167
14570,2168
8542,2169
5714,2170
45259,2171
19280,2172
25241,2173
21381,2174
21380,2175
11778,2176
7771,2177
4959,2178
9399,2179
13654,2180
12798,2181
7772,2182
10155,2183
2479,2184
7063,2185
5589,2186
6756,2187
11237,2188
9444,2189
26408,2190
10574,2191
9526,2192
4473,2193
7686,2194
30780,2195
4495,2196
9092,2197
25299,2198
4494,2199
42894,2200
13574,2201
38397,2202
20910,2203
21382,2204
5089,2205
5343,2206
6504,2207
29405,2208
17626,2209
18490,2210
47250,2211
25460,2212
25459,2213
36140,2214
4242,2215
3312,2216
10307,2217
7846,2218
5215,2219
1625,2220
4964,2221
29730,2222
4222,2223
4647,2224
22983,2225
4648,2226
22984,2227
22717,2228
7404,2229
4956,2230
3765,2231
11010,2232
32234,2233
17819,2234
22978,2235
22977,2236
14028,2237
12992,2238
11011,2239
6554,2240
36248,2241
6550,2242
18744,2243
25461,2244
36243,2245
22702,2246
26974,2247
16615,2248
23870,2249
2484,2250
24303,2251
18416,2252
16611,2253
18743,2254
16634,2255
8752,2256
32944,2257
13174,2258
19167,2259
17993,2260
10039,2261
20966,2262
20968,2263
16612,2264
30832,2265
16230,2266
9922,2267
33820,2268
5704,2269
5692,2270
5739,2271
6520,2272
7023,2273
8116,2274
8531,2275
6506,2276
6514,2277
6518,2278
16625,2279
31029,2280
29402,2281
21600,2282
17900,2283
25263,2284
7332,2285
19264,2286
7021,2287
3734,2288
33857,2289
6041,2290
29399,2291
16610,2292
29265,2293
33817,2294
5082,2295
19481,2296
12883,2297
30921,2298
19260,2299
4741,2300
19642,2301
19270,2302
19309,2303
21379,2304
13573,2305
7026,2306
4717,2307
10290,2308
19314,2309
6627,2310
4960,2311
10312,2312
41842,2313
5467,2314
7396,2315
6625,2316
10138,2317
14573,2318
19253,2319
5096,2320
9958,2321
52023,2322
10082,2323
33839,2324
32188,2325
21376,2326
16614,2327
5541,2328
32738,2329
27274,2330
7379,2331
21375,2332
13189,2333
32727,2334
14557,2335
18523,2336
29048,2337
25313,2338
17757,2339
12977,2340
14907,2341
9956,2342
12989,2343
23884,2344
4140,2345
4137,2346
22491,2347
2486,2348
17758,2349
12705,2350
20843,2351
4486,2352
13023,2353
4509,2354
13146,2355
5466,2356
14908,2357
14932,2358
2403,2359
9437,2360
9439,2361
17826,2362
19255,2363
6816,2364
28212,2365
29734,2366
19277,2367
13015,2368
24194,2369
38671,2370
3694,2371
9144,2372
6675,2373
6773,2374
14576,2375
19274,2376
8967,2377
4550,2378
11771,2379
6043,2380
19287,2381
3766,2382
10274,2383
7782,2384
11759,2385
46022,2386
27275,2387
43000,2388
4958,2389
2478,2390
10568,2391
30919,2392
19278,2393
30920,2394
28807,2395
3585,2396
32949,2397
26605,2398
2191,2399
4492,2400
4493,2401
23854,2402
15730,2403
15727,2404
15302,2405
41707,2406
21245,2407
18688,2408
21246,2409
14343,2410
25274,2411
18671,2412
12430,2413
17763,2414
28739,2415
18687,2416
13019,2417
10573,2418
18476,2419
8284,2420
18477,2421
15463,2422
18478,2423
18407,2424
5124,2425
7180,2426
23934,2427
13632,2428
7027,2429
2107,2430
7683,2431
19812,2432
16787,2433
21881,2434
6767,2435
25491,2436
15743,2437
7256,2438
13095,2439
12886,2440
28808,2441
10268,2442
4860,2443
13179,2444
33856,2445
6082,2446
4017,2447
4815,2448
24855,2449
2106,2450
32179,2451
19813,2452
9145,2453
10572,2454
16463,2455
7020,2456
7692,2457
8811,2458
26646,2459
24164,2460
7039,2461
7037,2462
6658,2463
19293,2464
6049,2465
4921,2466
25148,2467
5470,2468
10565,2469
9149,2470
7592,2471
4835,2472
10136,2473
11770,2474
16626,2475
16630,2476
19856,2477
4238,2478
19256,2479
19814,2480
7364,2481
14333,2482
10410,2483
27295,2484
7713,2485
13738,2486
7134,2487
17632,2488
30771,2489
27213,2490
4935,2491
32180,2492
8631,2493
18289,2494
8403,2495
4560,2496
4718,2497
