id,brandName,productDisplayName,description,style_note,price,discountedPrice,articleType,gender,masterCategory,subCategory,season,usage,myntraRating,baseColour,fabric,fit,neck,occasion
50135c10-0c48-4235-b9f7-e35526d87516,Nike,Nike Men Town Round Red Neck T-Shirts,"<p><strong>Composition</strong><br /> Red round neck t-shirt with short sleeves, made of  100% cotton, has fabric tape detailing on the inseam of the neckline, graphic print on the front and nike swoosh printed on the left sleeve<br /> <br /> <span style=""font-style: normal; font-weight: bold;"">Fitting<br /> </span><span style=""font-style: normal; font-weight: normal;"">Regular<br /> <br /><strong> Wash care</strong><br /> Machine wash in cold water at 30 degrees with like colours<br /> Do not use bleach or softeners<br /> Remove immediately<br /> Do not allow to lay on itself when wet<br /> Tumble dry low<br /> Cool iron<br /> Do not iron directly on print/trims/ logo<br /> Do not dry clean<br /> <br /> When you're in the mood to look casual and hip, try this red t-shirt from nike. You just cannot go wrong in this tee, what with its clean silhouette and attractive graphic print. Perfect for all-day wear. Pair it with jeans or <a href='/men-shorts?src=desc' class='seolink'>shorts</a> and walk around in style.</span></p>
<div id=""_mcePaste"" style=""position: absolute; left: -10000px; top: 0px; width: 1px; height: 1px; overflow: hidden;"">441200-063</div>",NaN,1045.0,1045.0,Tshirts,Men,Apparel,Topwear,Fall,Sports,1.0,Red,Synthetic,Regular Fit,Round Neck,NaN
b374097d-fa21-4510-b2c5-237f0bfbcf5d,Nike,Nike Men As Showdown F Black T-Shirts,"<p><strong>Composition</strong><br /> Black V-neck t-shirt with short sleeves, made of  88% polyester and 12% spandex, graphic print on the front, mesh panel at the back of the neck,  nike Swoosh printed on the left chest, brand tab appliqued at the hem, and engineered with Dri-Fit technology<br /> <span style=""font-style: normal; font-weight: normal;""><br /> </span><span style=""font-style: normal; font-weight: bold;"">Fitting<br /> </span><span style=""font-style: normal; font-weight: normal;"">Regular<br /> <br /><strong> Wash care</strong><br /> Machine wash in cold water at 30 degrees with like colours<br /> Do not use bleach or softeners<br /> Remove immediately<br /> Do not allow to lay on itself when wet<br /> Tumble dry low<br /> Cool iron<br /> Do not iron directly on print/trims/ logo<br /> Donot dry clean<br /> <br /> Whether you're playing at Wimbledon or in your local park, this black t-shirt from nike will give you the comfort and flexibility you require during your matches. The mesh panel at the back ensures better breathability during games, and the eye-catching graphic print ensures that you are the centre of attention. Engineered with Nike's Dri Fit technology, it wicks away sweat to keep you dry and comfortable during the game. Team the tee with comfortable tracks or <a href='/men-shorts?src=desc' class='seolink'>shorts</a> when you're ruling the court, or with jeans for casual outings.</span></p>",NaN,1895.0,1895.0,Tshirts,Men,Apparel,Topwear,Fall,Sports,1.0,Black,Synthetic,Regular Fit,V-Neck,NaN
9c73db96-3f6c-464c-b030-c2b1bfa80a23,Nike,Nike Men Grey Melange Track Pants,"<p>Grey melange knit track pants, has an elasticated waistband with inner drawstring fastening, insert pockets at sides, embroidered branding at left thigh, twin tape detail along out seam, and velcro fastened insert pocket at back right side with brand label above</p>","<p>Functional and comfortable, these knit track pants by Nike are the perfect partner for your work outs. Whether it's an outdoor run or in the gym, just team with an equally comfy tee plus trainers, and you're good to go.</p>",1495.0,1495.0,Track Pants,Men,Apparel,Bottomwear,Summer,Sports,0.0,Grey Melange,Cotton,NaN,NaN,Sports
e119710a-253a-4bd1-8984-e2ac6f6bdc1a,Nike,Nike Women Pink Polo Tshirts,"<p>Pink and grey striped polo t-shirt made of 95% cotton and 5% spandex, has ribbed collar and cuffs, and a two-button placket <br /> <br /><span style=""font-style: normal; font-weight: normal;""><strong><br /></strong><br /></span></p>","<p>A creative spin on a timeless style, the versatile&nbsp;nike&nbsp;Club jersey for women shakes up your look with bold stripes, a tailored cut and an iconic, eye-catching logo. The secret to this polo's versatility is in the subtlety of its cut, the fold of its collar, and the soft feel of its material. A tailored cut delivers a clean and customized look, while all over yarn-dyed stripes add a pop of color, taking the classic design in a whole new direction. short sleeves allow great range of motion and create casual, warm-weather style.</p>",1195.0,1195.0,Tshirts,Women,Apparel,Topwear,Fall,Sports,1.0,Pink,Polyester,Regular Fit,Polo Collar,Casual
4333f11e-9378-4a5b-b97d-68a0d28ef2b7,Nike,Nike Men's Breakli Navy Blue Track Pants,"<p><strong>Composition</strong><br /> Blue tracks made of 100% cotton with green stitch detailing on the sides, elastic waist with drawcord, a discreet pocket at the back and two side pockets<br /> <br /> <span style=""font-style: normal; font-weight: bold;"">Fitting<br /> </span><span style=""font-style: normal; font-weight: normal;"">Comfort<br /> <br /><strong> Wash care</strong><br /> Machine wash cold at 30 degrees with like colours<br /> Do not bleach<br /> Tumble dry low<br /> Remove immediately/do not allow to lay on itself when wet<br /> Cool iron, but do not iron on design<br /> Do not dry clean<br /> <br /> Built with the breathability and zero-distraction Fit athletes demands for focus, the nike running <a href='/men-shorts?src=desc' class='seolink'>shorts</a> come in a front-to-back color-block design, including hi-vis features for night workouts. These high-performance shorts feature a supportive two-in-one cut built with fabric that rapidly moves sweat away from the body.</span></p>",NaN,1495.0,1495.0,Track Pants,Men,Apparel,Bottomwear,Fall,Sports,1.0,Navy Blue,Blended,NaN,NaN,NaN
40391aa0-b912-4e5a-87b7-4bd2d587d18f,Nike,Nike Men As Ss Cruiser Yellow T-Shirts,"<p><strong>Composition</strong><br /> Yellow round neck t-shirt with short sleeves, made of  60% cotton and 40% polyester, has fabric tape detailing on the inseam of the neckline, graphic print with lettering on the front, nike swoosh printed on the left sleeve, and engineered with Dri-Fit technology<br /> <span style=""font-style: normal; font-weight: normal;""><br /> </span><span style=""font-style: normal; font-weight: bold;"">Fitting<br /> </span><span style=""font-style: normal; font-weight: normal;"">Regular<br /> <br /><strong> Wash care</strong><br /> Machine wash in lukewarm water at 40 degrees with like colours<br /> Do not soak or bleach<br /> Tumble dry low<br /> Warm iron<br /> Do not iron directly on print/trims/ logo<br /> Dry cleanable<br /> <br /> This sporty and versatile  yellow t-shirt from nike is a must-have in your wardrobe. Wear the smart tee when you go running in the park, or when you are running away from a pack of dogs, or escaping from your girlfriend's angry dad! Engineered with Nike's Dri Fit technology, it wicks away sweat to keep you dry and comfortable as you run. And you can wear it even when you're not running as well. Team it with jeans, tracks or <a href='/men-shorts?src=desc' class='seolink'>shorts</a> and get going.</span></p>",NaN,1095.0,1095.0,Tshirts,Men,Apparel,Topwear,Fall,Sports,1.0,Yellow,Synthetic,Regular Fit,Round Neck,NaN
8647d8b1-2fd7-4cac-816c-b4d3a13199bf,Nike,Nike Unisex Feather lite Blue Caps,"<p><strong>Composition</strong><br /> Royal blue featherlight tennis cap made of 100% polyester  and recycled content, with small mesh panels on the crown, nike Swoosh embroidered on the front of the crown, Velcro fastener at the back, and engineered with Dri-Fit technology<br /> <br /> <span style=""font-style: normal; font-weight: bold;"">Fitting<br /> </span><span style=""font-style: normal; font-weight: normal;"">Comfort<br /> <br /><strong> Wash care</strong><br /> Hand wash in warm water at 40 degrees<br /> Do not wring, bleach, iron or dry clean<br /> Line dry<br /> <br /> Whether you're playing at the French Open, US Open or the local tennis court, you need to look your best on the court. This royal blue Featherlight tennis cap from nike will look perfect on you, when you're cheering for your favorite tennis  player, or serving an ace yourself. All you environmentalists will be glad to know that this cap is made with recycled content. Engineered with Nike's Dri Fit technology, it wicks away sweat to keep you dry and comfortable. This smart cap is super light, so you barely know that it's on your head, protecting you from the sun or jazzing up your outfit! Team it with your casual clothes for a sporty look.</span></p>",NaN,895.0,895.0,Caps,Unisex,Accessories,Headwear,Fall,Sports,0.0,Blue,NaN,NaN,NaN,NaN
bbbbfdc6-9f19-4af8-80c7-e1072b003aaa,LOCOMOTIVE,Locomotive Men American Glory White Tshirts,"<p style=""text-align: justify;""><strong>Composition</strong><br /> White round neck t-shirt with short sleeves, made of 100% cotton and graphic print with lettering on the front<br /> <br /> <span style=""font-style: normal; font-weight: bold;"">Fitting<br /> </span><span style=""font-style: normal; font-weight: normal;"">Regular<br /> <br /><strong> Wash care</strong><br /> Gentle machine wash in lukewarm water at 40 degrees<br /> Wash dark colours separately<br /> Do not bleach<br /> Tumble dry normal or line dry<br /> Warm iron<br /> <br /> This white t-shirt from locomotive is bubbling with energy and style, and yearning to belong to you! Saluting the Esat Coast Army Wing, this tee uses a great colour combination in its graphic print to give you <a href='/clothing?src=desc' class='seolink'>clothing</a> that will make you the centre of attraction of every gathering! Team it with jeans or <a href='/men-shorts?src=desc' class='seolink'>shorts</a> for a perfectly casual and cool look.<br /> <br /><em> Model statistics</em><br /> The model wears size M in t-shirts<br /> Height-6"", Shoulders-19""</span></p>",NaN,454.0,227.0,Tshirts,Men,Apparel,Topwear,Fall,Casual,1.0,White,Cotton,Slim Fit,Round Neck,NaN
532f4a47-c61c-4074-ba7a-cb7b58f3f5be,Palm Tree,Palm Tree Girl's Cr Blossom Drs Pink Dresses,"<p><strong>Wash Care</strong><br /> <span style=""font-style: normal; font-weight: normal;"">Machine Wash separately in cold water<br /> Use mild detergent<br /> Do not Bleach<br /> Avoid Soaking<br /> Remove promptly<br /> Line Dry inside out in shade<br /> Warm iron only<br /> Do Not Iron Directly on Print/embroidery</span></p>",NaN,649.0,324.0,Dresses,Women,Apparel,Dress,Summer,Casual,1.0,Pink,Blended,NaN,Round Neck,NaN
d325b4c6-5711-4486-bc0c-dc5544d252e4,Nike,Nike Women Regular Grey Track Pants,"<p style=""text-align: justify;""><strong>Composition</strong><br />Grey track pants made of 61% cotton, 33% polyester and 6% spandex Dri Fit fabric, that has a wide waist band, swoosh logo embroidered in neon yellow on the left of the band, neon yellow panel detailing on the back and flared legs<br /><br /><strong>Fitting</strong><br />Comfort<br /><br /><strong>Wash care</strong><br />Machine was cold<br />Wash separately with like colours<br />Do not use softeners<br />Remove immediately<br />Do not allow to lay on itself when wet<br />Do not bleach, <br />Cool iron <br /><br />Get more out of your work outs and yoga sessions with this flattering pair of tracks from nike. The wide waistband and flared legs flatter most body types while the Dri-Fit fabric wicks sweat away from the body and keeps you feeling fresh and comfortable all day long. Team this with tees and sports footwear for trips to the gym.</p>",NaN,1795.0,1795.0,Track Pants,Women,Apparel,Bottomwear,Fall,Sports,0.0,Grey,NaN,NaN,NaN,NaN
1ecfe506-f387-4440-bbfb-f51987b74fb2,Nike,Nike Women As The Windru Blue Jackets,"<p><strong>Composition</strong><br /> Blue and White jacket made of 100% polyester, with an interior pocket on the left side, zippered side pockets for secure storage, hood with drawstring and a classic hood<br /> <br /> <span style=""font-style: normal; font-weight: bold;"">Fitting<br /> </span><span style=""font-style: normal; font-weight: normal;"">Comfort<br /> <strong><br /> Wash care</strong><br /> Machine wash cold at 30 degrees with like colours<br /> Do not bleach<br /> Tumble dry low<br /> Remove immediately/do not allow to lay on itself when wet<br /> Cool iron, but do not iron on design<br /> Do not dry clean<br /> <br /> The Windrunner became the face of nike apparel in 1978, at a time when the company was known for its footwear. Today, this ultimate running jacket is still as relevant and exciting as it was back then. In its 32-year history, the nike Windrunner has stayed true to its principles with 26-degree chevron styling, excellent breathability and unparalleled weather resistance. Originally designed for runners, the Nike Windrunner women's Jacket delivers lightweight comfort and weather resistance in an iconic style that goes anywhere.<br /> <br /> This lightweight layer features a standard Fit and hits at the hip. The waist and cuffs are ribbed for a snug, comfortable fit. This jacket is made of recycled, water-resistant fabric designed to keep rain out and limit environmental impact. It also features a breathable mesh lining to help you stay dry and comfortable when things heat up. <br /> </span></p>",NaN,3995.0,3995.0,Jackets,Women,Apparel,Topwear,Fall,Sports,1.0,Blue,Blended,NaN,NaN,NaN
f757d99e-6f1f-49fb-9742-9d1d5772f0a9,Nike,Nike Men Black Three Quarter Track Pants,"<p>Black three quarter length pants with Dri-fit technology, has an elasticated waistband with inner drawstring fastening, insert pockets at sides, printed branding at left thigh, darts at knees, and panelled back legs</p>","<p>In a recycled polyester fabrication with Dri-fit technology to boot  these 3/4 length pants from Nike exercise environmental consciousness and embody supreme functionality. Team with a comfy tee and trainers, for a look that will work whether your sweating it out in the gym or at the park.</p>",1895.0,1895.0,Shorts,Men,Apparel,Bottomwear,Fall,Sports,0.0,Black,NaN,NaN,NaN,NaN
a2af793e-48e6-4325-8441-dd2e04d3ce0c,Nike,Nike Women As Miler Ss White T-Shirts,"<p><strong>Composition</strong><br /> White t-shirt made of 100% polyester, engineered with Dri-Fit fabric, has a mesh crew-neck and side panels, a reflective loop at the upper back, and flat seams<br /> <br /> <span style=""font-style: normal; font-weight: bold;"">Fitting<br /> </span><span style=""font-style: normal; font-weight: normal;"">Slim<br /> <br /><strong> Wash care</strong><br /> Machine wash cold at 30 degrees with like colours<br /> Do not bleach<br /> Tumble dry low<br /> Remove immediately/do not allow to lay on itself when wet<br /> Cool iron, but do not iron on design<br /> Do not dry clean<br /> <br /> Expert ventilation gives her the edge in the nike Miler girls' running t-shirt - a lightweight design that keeps sweat at bay as she's picking up speed. Pair it with Dri-Fit bottoms to perform at your best. The reflective loop at the back helps keep media plaayer cords out of the way, while the flat seams avoid chaffing, making your sporting experience comfortable and wonderful.</span></p>",NaN,1295.0,1295.0,Tshirts,Women,Apparel,Topwear,Fall,Sports,1.0,White,Synthetic,Regular Fit,Round Neck,NaN
7c6461c0-612b-431d-94e4-d1389a4b0bbf,Nike,Nike Men Black & White Reversible Shorts,"<p><strong>Composition</strong><br /> Black and white reversible <a href='/men-shorts?src=desc' class='seolink'>shorts</a> made of 100% polyester, has an elastic waist with interior drawcord, mesh panel at back waist and sides, and a vented hem<br /> <br /> <span style=""font-style: normal; font-weight: bold;"">Fitting<br /> </span><span style=""font-style: normal; font-weight: normal;"">Comfort<br /> <br /><strong> Wash care</strong><br /> Machine wash cold at 30 degrees with like colours<br /> Do not bleach<br /> Tumble dry low<br /> Remove immediately/do not allow to lay on itself when wet<br /> Cool iron, but do not iron on design<br /> Do not dry clean<br /> <br /> Scorers and defenders alike require maximum range of motion to lead their teams to victory, and you will have plenty of it in these nike shorts. This garmet can be fully reversed for the versatality of two garments in one. Even more, this shorts has strategic ventilation and the DRI-Fit technology wicks away sweat. Concentrate on your big win while these Sports shorts focus on keeping you dry, stylish and comfortable. <br /></span></p>",NaN,1395.0,1395.0,Shorts,Men,Apparel,Bottomwear,Summer,Sports,1.0,Black,Polyester,NaN,NaN,Sports
d1e2baf8-131d-4b8c-b82e-c5dda02ff1b9,Nike,Nike Men As Woven Shor White Shorts,"<p><strong>Composition</strong><br /> White <a href='/men-shorts?src=desc' class='seolink'>shorts</a> made of 100% polyester, with in-built boxers and has an elastic waist with drawcord<br /> <br /> <span style=""font-style: normal; font-weight: bold;"">Fitting<br /> </span><span style=""font-style: normal; font-weight: normal;"">Comfort<br /> <br /><strong> Wash care</strong><br /> Machine wash cold at 30 degrees with like colours<br /> Do not bleach<br /> Tumble dry low<br /> Remove immediately/do not allow to lay on itself when wet<br /> Cool iron, but do not iron on design<br /> Do not dry clean<br /> <br /> Built with the breathability and zero-distraction Fit athletes demands for focus, these nike running shorts come in a front-to-back color-block design, including hi-vis features for night workouts. These high-performance shorts feature a supportive two-in-one cut built with fabric that rapidly moves sweat away from the body.<br /> </span></p>",NaN,995.0,995.0,Shorts,Men,Apparel,Bottomwear,Spring,Sports,1.0,White,NaN,NaN,NaN,NaN
1e49b30b-121c-4d54-ba03-ae9862877a0c,Nike,Nike Men Blue Polo Tshirts,"<p>Navy blue polo neck t-shirt with short sleeves, made of  88% polyester and 12% spandex, has graphic print on the front, mesh panel at the back of the neck, nike swoosh printed on the left chest, brand tab appliqued at the hem, and engineered with Dri-Fit technology<br /></p>","<p><span style=""font-style: normal; font-weight: normal;"">Whether you're playing at Wimbledon or in your local park, this navy blue polo neck t-shirt from nike will give you the comfort and flexibility you require during your matches. The mesh panel at the back ensures better breathability during games, and the eye-catching graphic print ensures that you are the centre of attention. Engineered with Nike's Dri Fit technology, it wicks away sweat to keep you dry and comfortable during the game. Team the tee with comfortable tracks or&nbsp;shorts&nbsp;when you're ruling the court, or withjeans&nbsp;for casual outings.</span></p>",2095.0,2095.0,Tshirts,Men,Apparel,Topwear,Fall,Sports,1.0,Blue,Blended,Regular Fit,Polo Collar,Casual
c9efa2f4-1ff9-4f3a-ae72-4a35b4c21de4,Nike,Nike Women As Make Yours Black T-Shirts,"<p><strong>Composition</strong><br /> Black crew neck t-shirt, made of 62% cotton, 34% polyester and 4% spandex, has short sleeves, rib crew-neck with interior taping for comfort and screen print on the front<br /> <br /> <span style=""font-style: normal; font-weight: bold;"">Fitting<br /> </span><span style=""font-style: normal; font-weight: normal;"">Comfort<br /> <br /><strong> Wash care</strong><br /> Machine wash cold at 30 degrees with like colours<br /> Do not bleach<br /> Tumble dry low<br /> Remove immediately/do not allow to lay on itself when wet<br /> Cool iron, but do not iron on design<br /> Do not dry clean<br /> <br /> This nike ""Make Yourself"" women's t-shirt sends out an inspiring message in a pop of color, while its sweat-wicking stretch fabric keeps you comfortable all day. </span></p>",NaN,995.0,995.0,Tshirts,Women,Apparel,Topwear,Fall,Sports,1.0,Black,Synthetic,Regular Fit,Round Neck,NaN
ad5ba16b-366b-49e8-9aeb-543065bfafa7,Nike,Nike Women As Element Ja Pink T-Shirt,"<p><strong>Composition</strong><br /> Fuchsia pink high collared t-shirt made of 100% polyester, has a half-length zipper, raglan sleeves with flat-seam design and a reflective loop on centre-back neck to keep media-player cords out of the way<br /> <br /> <span style=""font-style: normal; font-weight: bold;"">Fitting<br /> </span><span style=""font-style: normal; font-weight: normal;"">Comfort<br /> <br /><strong> Wash care</strong><br /> Machine wash cold at 30 degrees with like colours<br /> Do not bleach<br /> Tumble dry low<br /> Remove immediately/do not allow to lay on itself when wet<br /> Cool iron, but do not iron on design<br /> Do not dry clean<br /> <br /> This cold-weather running shirt is made of soft, suede Dri-Fit fabric that wicks sweat away from the body to the fabric's surface, where it quickly evaporates. The spandex fibre allows it to stretch comfortably for better mobility and a comfortable, athletic fit. <br /> <br /> The Element Half-Zip features a fitted design that stays out of your way as you run. Ergonomic seams map the natural contours of your body to help reduce friction and chafing while providing great range of motion. A stand-up collar delivers extra warmth and protection when you need it, and mesh underarm vents increase airflow in this high-heat area to help you stay dry and comfortable. <br /> <br /> Rough on the weather, soft on you, the nike Element Half-Zip women's Running top helps you stay dry, comfortable and distraction-free from the first mile to the last. </span></p>",NaN,2995.0,2995.0,Tshirts,Women,Apparel,Topwear,Fall,Sports,1.0,Pink,NaN,NaN,NaN,NaN
